 ,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,T,T, ,,,,,,C,,PERS,,,,C,,PERS,,,,,,,,CLOSE,,,,,,,,,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,R,R,R,,,,,,,R,R,R,S,S,C,C,S,S,C,C,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
228,FRANCO-PRUSSIAN WAR,LE MANS,FRANCE,LOIRE,GER 2ND ARMY,FRIEDRICK KARL,FR ARMY OF THE LOIRE,CHANZY,25,25,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,000,WHCWT,00000,00000,0,0,72000,1,72000,0,4000,68000,88000,1,88000,0,26000,62000,-1,0,0,0,324,0,0,0,0,-1,0,0,0,-1,0,0,17,0,2,0,2,0,0,0,0,0,0,1,5.4,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FF,EE,LF,00,00,00,BB,PS,00,DD,00,00,00,00,00,WD,00,00,24,0,0,-15,36,0,10,-4,2,1871,01,11,0900,1871,01,11,1700,1871,01,12,0800,1871,01,12,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,FRANCO-PRUSSIAN WAR,BELFORT,FRANCE,BELFORT,FR ARMY OF THE EAST,BOURBAKI,GER ARMY OF THE SOUTH,WERDER,7.5,15,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,000,WHCWT,00000,00000,0,0,110000,1,110000,0,8000,102000,40000,1,40000,0,2000,38000,9000,0,0,0,146,0,0,-1,0,4500,0,0,0,364,0,0,-1,0,-2,-2,-2,0,-2,0,0,0,1,-1,0,3,8,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,FF,00,00,00,00,00,RR,WD,00,dd,00,00,00,00,00,00,00,00,23,0,0,-50,33,0,10,-18,1,1871,01,15,9999,1871,01,17,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,ZULU WAR,ISANDHLWANA,ZULULAND,ZULULAND 1879,ZULU ARMY,MAVUMENGWANA & TSHINGWAYO,BR 24TH REGT. (+),PULLEINE,4,1.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,RB0,GB0,DSHST,00000,00000,2,0,20000,1,20000,0,3000,17000,1800,1,1800,0,1445,355,0,0,0,0,0,0,0,0,0,450,0,0,0,2,0,0,2,0,-1,0,0,0,0,0,1,-1,0,1,1.8,9,3,1,0,1,1,0,2,0,0,1,0,2,0,0,0,0,DE,00,00,FF,00,00,BB,PS,00,DD,00,00,00,00,00,AA,00,00,0,-50,25,-25,15,0,15,0,1,1879,01,22,1200,1879,01,22,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,ZULU WAR,ULUNDI,ZULULAND,ZULULAND 1879,ZULU ARMY,CETEWAYO,BR ARMY,CHELMSFORD,2,1.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,RB0,000,DSTWT,00000,00000,0,0,20000,1,20000,0,1500,18500,5317,1,5317,0,100,5217,0,0,0,0,0,0,0,0,0,899,0,0,0,12,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-2,3,8,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,FF,00,00,00,00,00,RR,WD,00,DO,FF,00,00,00,00,PS,00,00,0,-25,25,-25,0,-6,0,-21,1,1879,07,04,0800,1879,07,04,0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,TRANSVAAL REVOLT,MAJUBA HILL,TRANSVAAL,SOUTH AFRICA 1881,BOER ARMY,SMIDT,BR ARMY,COLLEY,1,1.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,HD,PD,0,0,0,GB0,000,DSHST,00000,00000,0,0,1200,1,1200,0,6,1194,350,1,350,0,284,66,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,9,3,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,FF,00,00,00,00,00,BB,00,00,DO,FF,00,00,00,00,AA,00,00,0,-50,1,-1,85,0,0,-4,1,1881,02,27,1230,1881,02,27,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,EGYPT AND THE SUDAN,TEL EL-KEBIR,EGYPT,EGYPT 1882,BR ARMY,WOLSELEY,EG ARMY,ARABI,6.4,6.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FB0,000,DSTFE,00000,00000,2,0,17401,1,17401,0,469,16932,20000,1,20000,0,2500,17500,2785,0,0,0,61,0,0,-1,0,-1,0,0,0,75,0,0,-1,0,1,1,1,0,0,0,0,0,1,1,2,9,3,1,1,0,0,0,0,0,0,1,1,2,0,0,-1,0,FF,00,00,00,00,00,PP,PS,00,DD,00,00,00,00,00,WD,00,00,5,0,5,-5,50,0,50,0,1,1882,09,13,0455,1882,09,13,0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,EGYPT AND THE SUDAN,OMDURMAN,THE SUDAN,THE SUDAN 1898,MAHDISTS,ABDULLAHINI,BR ARMY,KITCHENER,3.2,4.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,FB0,000,DSTFT,DSTFD,00000,0,0,55000,1,55000,0,30700,24300,25800,1,25800,0,482,25318,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,80,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,0,-1,-2.7,4,9,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,FF,00,00,EE,RF,00,RR,WD,00,DO,FF,00,00,00,00,PS,00,00,0,-27,0,-19,5,-5,5,0,1,1898,09,02,0630,1898,09,02,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,ITALO-ETHIOPIAN WAR,ADOWA,ETHIOPIA,ETHIOPIA 1896,ETH ARMY,MENELIK II,IT ARMY,BARATIERI,7,14,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,RM0,GB0,DSTWE,00000,00000,2,0,120000,1,120000,0,17000,103000,20251,1,20251,0,9678,10573,17000,0,0,0,42,0,0,0,0,0,0,0,0,64,0,0,64,0,0,1,0,0,1,0,1,0,1,1,10,9,2,1,0,1,1,0,2,0,0,1,1,2,0,1,0,0,DE,00,00,FF,00,00,BB,PS,00,DD,00,00,00,00,00,WL,00,00,0,-25,25,-25,0,-5,0,-7,1,1896,03,01,9999,1896,03,01,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,BOER WAR,MODDER RIVER,SOUTH AFRICA,KIMBERLY,BR ARMY,METHUEN,BOER ARMY,CRONJE & DE LA REY,4,4.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FM0,000,DSH$T,00000,00000,-1,0,8000,1,8000,0,468,7532,3500,1,3500,0,150,3350,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,1.5,5,4,1,1,0,0,0,1,0,-2,-1,0,0,0,0,-1,0,FF,00,00,00,00,00,RR,00,00,DD,00,00,00,00,00,WD,00,00,25,0,3,0,100,0,0,-47,1,1899,11,28,0530,1899,11,28,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,BOER WAR,MAGERSFONTEIN,SOUTH AFRICA,KIMBERLY,BR ARMY,METHUEN,BOER ARMY,CRONJE,7.2,12.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FB0,000,WHT$T,DSH$T,00000,-2,0,15000,1,15000,0,948,14052,9000,1,9000,0,236,8764,-1,0,0,0,29,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,-1,0,0,-1,0,3,8,1,1,0,0,0,0,0,-1,-1,-2,-2,0,0,-1,0,FF,00,00,00,00,00,RR,WD,00,DD,00,00,00,00,00,00,00,00,0,-13,14,0,0,-11,36,0,1,1899,12,11,0500,1899,12,11,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,BOER WAR,COLENSO,SOUTH AFRICA,LADYSMITH,BR ARMY,BULLER,BOER ARMY,BOTHA,9.5,10,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FB0,RB0,DSH$T,00000,00000,0,0,13411,1,13411,0,1126,12285,5500,1,5500,0,50,5450,836,0,0,0,44,0,0,10,0,500,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,-1,0,0,-1,0,2,8,1,1,1,0,0,0,-1,-2,-2,0,0,0,0,-1,0,FF,00,00,00,00,00,RR,WD,00,DD,00,00,00,00,00,00,00,00,34,0,1,0,9,-27,0,-40,1,1899,12,15,0630,1899,12,15,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,BOER WAR,SPION KOP,SOUTH AFRICA,LADYSMITH,BR ARMY,BULLER,BOER ARMY,JOUBERT,3.5,8.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RB0,000,DSHST,00000,00000,1,0,24000,1,24000,0,1734,22266,5000,1,5000,0,335,4665,-1,0,0,0,40,0,0,0,0,-1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,2,7,1,1,1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,FF,00,00,EE,LF,00,PP,WD,00,DD,00,00,00,00,00,00,00,00,0,-25,0,-32,0,-25,34,0,1,1900,01,24,0800,1900,01,24,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,BOER WAR,PAARDEBURG,SOUTH AFRICA,LADYSMITH,BR ARMY,ROBERTS,BOER ARMY,CRONJE,4,4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FM0,000,DSHST,00000,00000,0,0,15000,1,15000,0,1270,13730,4000,1,4000,0,350,3650,-1,0,0,0,32,0,0,0,0,-1,0,0,0,6,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.5,5,5,2,0,0,-1,0,1,0,-1,1,0,0,0,1,-1,0,FF,DE,00,00,00,00,RR,00,00,DD,00,00,00,00,00,00,00,00,33,0,8,0,25,0,43,0,3,1900,02,18,0800,1900,02,18,1200,1900,02,18,1400,1900,02,18,1530,1900,02,18,1715,1900,02,18,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,SPANISH-AMERICAN WAR,SAN JUAN HILL AND EL CANEY,CUBA,SANTIAGO,US V CORPS,SHAFTER,SP ARMY,LINARES,3.2,1.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,GM0,000,DSHST,00000,00000,0,0,15065,1,15065,0,1572,13493,1592,1,1592,0,850,742,-1,0,0,0,38,0,0,0,0,-1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,-1,0,1,1,1.6,6,4,1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,FF,00,00,00,00,00,PP,00,00,DD,00,00,00,00,00,WD,00,00,10,-10,10,-10,7,0,10,-10,1,1898,07,01,0630,1898,07,01,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,RUSSO-JAPANESE WAR,THE YALU,KOREA,YALU 1904,JAP 1ST ARMY,TAMEMOTO KUROKI,RUSS ARMY,ZASULICH,8,14,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,GM0,000,DST$T,00000,00000,0,0,56000,1,56000,0,1110,54900,18000,1,18000,0,2500,15500,1800,0,0,0,132,0,0,0,0,2000,0,0,0,48,0,0,21,0,0,2,0,0,0,0,0,0,1,1,6.4,8,2,1,0,1,0,0,1,0,-1,2,1,0,0,0,-1,0,EE,LF,RC,00,00,00,BB,PS,00,DD,00,00,00,00,00,WD,00,00,0,-29,0,-21,0,-44,81,-12,2,1904,04,30,0400,1904,04,30,2000,1904,05,01,0500,1904,05,01,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,RUSSO-JAPANESE WAR,TELISSU,MANCHURIA,MANCHURIAN 1904,JAP 2ND ARMY,OKU,RUSS ARMY,STAKELBERG,8,6.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,HD,PD,0,0,0,RM0,000,DSTST,00000,00000,0,0,36000,1,36000,0,1200,34800,38000,3,-1,-1,3800,34200,2000,0,0,0,108,0,0,0,0,3000,0,0,0,94,0,0,16,0,0,2,0,0,0,0,1,0,1,1,9.6,9,2,1,0,0,-1,0,0,1,0,2,0,0,0,0,-1,0,FF,00,00,EE,RF,00,BB,PS,00,DD,00,00,00,00,00,WD,00,00,11,0,0,-17,0,-22,32,-8,2,1904,06,14,1200,1904,06,14,1900,1904,06,15,0520,1904,06,15,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,RUSSO-JAPANESE WAR,LIAOYANG,MANCHURIA,MANCHURIAN 1904,JAP ARMY GROUP,OYAMA,RUSS ARMY GROUP,KUROPATKIN,42,42,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,PD,FD,0,1,1,GM0,000,DSTST,00000,00000,0,0,135000,3,-1,-1,17500,117500,150000,3,-1,-1,16500,133500,5000,0,0,0,552,0,0,0,0,15000,0,0,0,542,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,25,6,4,1,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,FF,00,00,DE,00,00,PP,PS,00,DO,00,00,00,00,00,WD,00,00,63,0,37,0,0,-12,52,0,1,1904,08,25,9999,1904,09,03,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,RUSSO-JAPANESE WAR,THE SHA-HO,MANCHURIA,MANCHURIAN 1904,RUSS ARMY GROUP,KUROPATKIN,JAP ARMY GROUP,OYAMA,64,64,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,HD,PD,0,1,0,RM0,000,DSTFT,00000,00000,0,0,210000,3,-1,-1,46000,164000,145000,3,-1,-1,17000,128000,18000,0,0,0,928,0,0,45,0,7000,0,0,0,612,0,0,14,0,0,1,0,0,0,0,0,0,0,-1,-23.8,4,5,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,FF,00,00,00,00,00,SS,00,00,DO,00,00,00,00,00,00,00,00,19,0,30,-7,38,0,18,-7,1,1904,10,05,9999,1904,10,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,RUSSO-JAPANESE WAR,SANDEPU,MANCHURIA,MANCHURIAN 1905,RUSS ARMY,GRIPPENBERG,JAP ARMY GROUP,OYAMA,24,24,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FM0,000,WLCWT,00000,00000,0,0,58000,1,58000,0,13000,45000,40000,1,40000,0,9400,30600,-1,0,0,0,350,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,0,5,6,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,FF,00,00,EE,LF,00,RR,SS,00,DO,00,00,00,00,00,SS,00,00,47,0,15,-23,15,-15,11,0,2,1905,01,26,1030,1905,01,26,1815,1905,01,27,0500,1905,01,27,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
